df1_index,df2_index,Song Name (df1),Artist (df1),Song Name (df2),Artist (df2)
1873,2337,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,All About Us,He Is We
1874,2337,Lie,NF,All About Us,He Is We
1875,2337,That's On Me,Yella Beezy,All About Us,He Is We
1876,1870,Sicko Mode,Travis Scott,SICKO MODE,Travis Scott
1877,1230,Beautiful,Bazzi Featuring Camila Cabello,Cry for Me,Camila Cabello
1878,2337,Trip,Ella Mai,All About Us,He Is We
1879,2337,Outside Today,YoungBoy Never Broke Again,All About Us,He Is We
1880,2337,New Freezer,Rich The Kid Featuring Kendrick Lamar,All About Us,He Is We
1881,2337,Singles You Up,Jordan Davis,All About Us,He Is We
1882,2337,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,All About Us,He Is We
1883,2337,Hotel Key,Old Dominion,All About Us,He Is We
1884,2337,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,All About Us,He Is We
1885,2337,Best Part,Daniel Caesar Featuring H.E.R.,All About Us,He Is We
1886,2337,Drunk Me,Mitchell Tenpenny,All About Us,He Is We
1887,2337,She Got The Best Of Me ,Luke Combs,All About Us,He Is We
1888,1883,Thunder,Imagine Dragons,Thunder,Imagine Dragons
1889,2337,Let You Down,NF,All About Us,He Is We
1890,2196,Feel It Still,Portugal. The Man,Feel It Still,Portugal. The Man
1891,2337,Most People Are Good,Luke Bryan,All About Us,He Is We
1892,2337,I Lived It,Blake Shelton,All About Us,He Is We
1893,2337,Zombie,Bad Wolves,All About Us,He Is We
1894,386,Call Out My Name,The Weeknd,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1895,2337,OTW,"Khalid, Ty Dolla $ign & 6LACK",All About Us,He Is We
1896,2337,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,All About Us,He Is We
1897,2337,Breathin,Ariana Grande,All About Us,He Is We
1898,36,Happier,Marshmello & Bastille,Happier - Matt Medved Remix,Marshmello
1899,1133,Bad At Love,Halsey,Love It If We Made It,The 1975
1900,18,Dancing With A Stranger,Sam Smith & Normani,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith
1901,1325,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
1902,2337,Wow.,Post Malone,All About Us,He Is We
1903,65,Talk,Khalid,Talk - Disclosure VIP,Khalid
1904,52,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road - Diplo Remix,Lil Nas X
1905,386,Without Me,Halsey,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1906,1401,Sucker,Jonas Brothers,Sucker,Jonas Brothers
1907,43,Bad Guy,Billie Eilish,bad guy (with Justin Bieber),Billie Eilish
1908,2337,Suge,DaBaby,All About Us,He Is We
1909,36,Happier,Marshmello & Bastille,Happier - Matt Medved Remix,Marshmello
1910,1872,Going Bad,Meek Mill Featuring Drake,Going Bad (feat. Drake),Meek Mill
1911,1279,Better,Khalid,Better,Khalid
1912,265,Sweet But Psycho,Ava Max,Sweet but Psycho - Morgan Page Dance Remix,Ava Max
1913,2337,Shallow,Lady Gaga & Bradley Cooper,All About Us,He Is We
1914,1782,7 Rings,Ariana Grande,7 rings,Ariana Grande
1915,2337,Truth Hurts,Lizzo,All About Us,He Is We
1916,1870,Sicko Mode,Travis Scott,SICKO MODE,Travis Scott
1917,243,High Hopes,Panic! At The Disco,High Hopes - Don Diablo Remix,Panic! At The Disco
1918,4,Someone You Loved,Lewis Capaldi,Someone You Loved - Future Humans Remix,Lewis Capaldi
1919,0,I Don't Care,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran
1920,1784,Eastside,"benny blanco, Halsey & Khalid",Without Me,Halsey
1921,1869,Look Back At It,A Boogie Wit da Hoodie,Look Back at It,A Boogie Wit da Hoodie
1922,2337,Ran$om,Lil Tecca,All About Us,He Is We
1923,60,Trampoline,SHAED,Trampoline - Dave Audé Remix,SHAED
1924,2337,No Guidance,Chris Brown Featuring Drake,All About Us,He Is We
1925,2337,Middle Child,J. Cole,All About Us,He Is We
1926,2337,Whiskey Glasses,Morgan Wallen,All About Us,He Is We
1927,2337,Pop Out,Polo G Featuring Lil Tjay,All About Us,He Is We
1928,2337,Only Human,Jonas Brothers,All About Us,He Is We
1929,2337,Envy Me,Calboy,All About Us,He Is We
1930,2337,Talk You Out Of It,Florida Georgia Line,All About Us,He Is We
1931,1230,Senorita,Shawn Mendes & Camila Cabello,Cry for Me,Camila Cabello
1932,1334,Panini,Lil Nas X,Panini,Lil Nas X
1933,1297,Speechless,Dan + Shay,Speechless,Dan + Shay
1934,2337,Beautiful Crazy,Luke Combs,All About Us,He Is We
1935,1850,Pure Water,Mustard & Migos,Pure Water (with Migos),Mustard
1936,732,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,Daddy Yankee
1937,2337,Worth It,YK Osiris,All About Us,He Is We
1938,5,Beautiful People,Ed Sheeran Featuring Khalid,Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran
1939,1863,A Lot,21 Savage,a lot,21 Savage
1940,2337,When The Party's Over,Billie Eilish,All About Us,He Is We
1941,2337,God's Country,Blake Shelton,All About Us,He Is We
1942,9,If I Can't Have You,Shawn Mendes,If I Can't Have You - Gryffin Remix,Shawn Mendes
1943,2337,Money In The Grave,Drake Featuring Rick Ross,All About Us,He Is We
1944,26,One Thing Right,Marshmello & Kane Brown,One Thing Right - Firebeatz Remix,Marshmello
1945,1734,Girls Like You,Maroon 5 Featuring Cardi B,Girls Like You (feat. Cardi B),Maroon 5
1946,2337,Close Friends,Lil Baby,All About Us,He Is We
1947,2337,"Hey Look Ma, I Made It",Panic! At The Disco,All About Us,He Is We
1948,2337,Knockin' Boots,Luke Bryan,All About Us,He Is We
1949,2337,Ballin',Mustard & Roddy Ricch,All About Us,He Is We
1950,1723,"Thank U, Next",Ariana Grande,"thank u, next",Ariana Grande
1951,1849,Drip Too Hard,Lil Baby & Gunna,Drip Too Hard (Lil Baby & Gunna),Lil Baby
1952,2337,Be Alright,Dean Lewis,All About Us,He Is We
1953,2337,GIRL,Maren Morris,All About Us,He Is We
1954,2337,Act Up,City Girls,All About Us,He Is We
1955,2337,Beer Never Broke My Heart,Luke Combs,All About Us,He Is We
1956,1787,You Need To Calm Down,Taylor Swift,You Need To Calm Down,Taylor Swift
1957,1324,Lalala,Y2K & bbno$,Lalala,Y2K
1958,1322,Goodbyes,Post Malone Featuring Young Thug,Goodbyes (Feat. Young Thug),Post Malone
1959,1857,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie
1960,2337,You Say,Lauren Daigle,All About Us,He Is We
1961,27,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding
1962,2337,Baby Shark,Pinkfong,All About Us,He Is We
1963,2337,Here Tonight,Brett Young,All About Us,He Is We
1964,2337,Make It Sweet,Old Dominion,All About Us,He Is We
1965,1861,Thotiana,Blueface,Thotiana,Blueface
1966,2337,Murder On My Mind,YNW Melly,All About Us,He Is We
1967,2337,Put A Date On It,Yo Gotti Featuring Lil Baby,All About Us,He Is We
1968,2337,Bury A Friend,Billie Eilish,All About Us,He Is We
1969,2337,Miss Me More,Kelsea Ballerini,All About Us,He Is We
1970,2256,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,"break up with your girlfriend, i'm bored",Ariana Grande
1971,386,Please Me,Cardi B & Bruno Mars,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1972,2337,Eyes On You,Chase Rice,All About Us,He Is We
1973,1269,Walk Me Home,P!nk,So What,P!nk
1974,1866,Clout,Offset Featuring Cardi B,Please Me,Cardi B
1975,1133,Girls Need Love,Summer Walker X Drake,Love It If We Made It,The 1975
1976,2337,Good As You,Kane Brown,All About Us,He Is We
1977,2337,Look What God Gave Her,Thomas Rhett,All About Us,He Is We
1978,2337,Rumor,Lee Brice,All About Us,He Is We
1979,2337,Calma,Pedro Capo X Farruko,All About Us,He Is We
1980,2337,Shotta Flow,NLE Choppa,All About Us,He Is We
1981,386,ME!,Taylor Swift Featuring Brendon Urie,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
1982,257,All To Myself,Dan + Shay,Tequila - Robin Schulz Remix,Dan + Shay
1983,2337,The London,"Young Thug, J. Cole & Travis Scott",All About Us,He Is We
1984,2337,The Git Up,Blanco Brown,All About Us,He Is We
1985,1333,Callaita,Bad Bunny & Tainy,Callaita,Bad Bunny
1986,2337,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",All About Us,He Is We
1987,2337,Cash Shit,Megan Thee Stallion Featuring DaBaby,All About Us,He Is We
1988,2337,My Type,Saweetie,All About Us,He Is We
1989,2337,I Don't Know About You,Chris Lane,All About Us,He Is We
1990,2337,Tip Of My Tongue,Kenny Chesney,All About Us,He Is We
1991,2337,Time,NF,All About Us,He Is We
1992,1314,How Do You Sleep?,Sam Smith,How Do You Sleep?,Sam Smith
1993,1849,Baby,Lil Baby & DaBaby,Drip Too Hard (Lil Baby & Gunna),Lil Baby
1994,2337,Prayed For You,Matt Stell,All About Us,He Is We
1995,1900,Youngblood,5 Seconds Of Summer,Youngblood,5 Seconds of Summer
1996,2337,Robbery,Juice WRLD,All About Us,He Is We
1997,2337,Go Loko,"YG, Tyga & Jon Z",All About Us,He Is We
1998,11,Hate Me,Ellie Goulding & Juice WRLD,Hate Me - R3HAB Remix,Ellie Goulding
1999,2337,On Chill,Wale Featuring Jeremih,All About Us,He Is We
2000,716,Blinding Lights,The Weeknd,Blinding Lights,The Weeknd
2001,2337,I Hope,Gabby Barrett Featuring Charlie Puth,All About Us,He Is We
2002,1179,Adore You,Harry Styles,Adore You,Harry Styles
2003,723,Circles,Post Malone,Circles,Post Malone
2004,190,Don't Start Now,Dua Lipa,Don't Start Now - Kungs Remix,Dua Lipa
2005,2337,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",All About Us,He Is We
2006,4,Before You Go,Lewis Capaldi,Someone You Loved - Future Humans Remix,Lewis Capaldi
2007,2337,The Bones,Maren Morris,All About Us,He Is We
2008,2337,Say So,Doja Cat Featuring Nicki Minaj,All About Us,He Is We
2009,2337,Life Is Good,Future Featuring Drake,All About Us,He Is We
2010,2337,The Box,Roddy Ricch,All About Us,He Is We
2011,2337,Chasin' You,Morgan Wallen,All About Us,He Is We
2012,2337,Rockstar,DaBaby Featuring Roddy Ricch,All About Us,He Is We
2013,220,Roses,SAINt JHN,Roses - Imanbek Remix,SAINt JHN
2014,2337,Falling,Trevor Daniel,All About Us,He Is We
2015,1611,Watermelon Sugar,Harry Styles,Watermelon Sugar,Harry Styles
2016,2337,Blueberry Faygo,Lil Mosey,All About Us,He Is We
2017,2337,Break My Heart,Dua Lipa,All About Us,He Is We
2018,2337,Go Crazy,Chris Brown & Young Thug,All About Us,He Is We
2019,2337,Intentions,Justin Bieber Featuring Quavo,All About Us,He Is We
2020,1557,If The World Was Ending,JP Saxe Featuring Julia Michaels,If The World Was Ending (feat. Julia Michaels),JP Saxe
2021,1,Memories,Maroon 5,Memories - Dillon Francis Remix,Maroon 5
2022,1306,Hot Girl Bummer,blackbear,hot girl bummer,blackbear
2023,2337,High Fashion,Roddy Ricch Featuring Mustard,All About Us,He Is We
2024,2337,Savage,Megan Thee Stallion,All About Us,He Is We
2025,2337,ily,Surf Mesa Featuring Emilee,All About Us,He Is We
2026,689,Everything I Wanted,Billie Eilish,everything i wanted,Billie Eilish
2027,2337,Death Bed,Powfu Featuring beabadoobee,All About Us,He Is We
2028,2337,More Than My Hometown,Morgan Wallen,All About Us,He Is We
2029,2337,One Of Them Girls,Lee Brice,All About Us,He Is We
2030,1133,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,Love It If We Made It,The 1975
2031,922,Dance Monkey,Tones And I,Dance Monkey,Tones and I
2032,1230,My Oh My,Camila Cabello Featuring DaBaby,Cry for Me,Camila Cabello
2033,2337,I Hope You're Happy Now,Carly Pearce & Lee Brice,All About Us,He Is We
2034,2337,P*$$y Fairy (OTW),Jhene Aiko,All About Us,He Is We
2035,2337,Emotionally Scarred,Lil Baby,All About Us,He Is We
2036,2337,Die From A Broken Heart,Maddie & Tae,All About Us,He Is We
2037,2337,Got What I Got,Jason Aldean,All About Us,He Is We
2038,2337,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,All About Us,He Is We
2039,386,Nobody But You,Blake Shelton Duet With Gwen Stefani,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2040,2337,Bang!,AJR,All About Us,He Is We
2041,2337,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,All About Us,He Is We
2042,139,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),The Black Eyed Peas
2043,4,Someone You Loved,Lewis Capaldi,Someone You Loved - Future Humans Remix,Lewis Capaldi
2044,2337,Ballin',Mustard & Roddy Ricch,All About Us,He Is We
2045,2337,Out West,JACKBOYS Featuring Young Thug,All About Us,He Is We
2046,1291,Supalonely,BENEE Featuring Gus Dapperton,Supalonely,BENEE
2047,2337,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",All About Us,He Is We
2048,2337,We Paid,Lil Baby & 42 Dugg,All About Us,He Is We
2049,2337,Said Sum,Moneybagg Yo,All About Us,He Is We
2050,2337,Heart On Ice,Rod Wave,All About Us,He Is We
2051,2337,Dior,Pop Smoke,All About Us,He Is We
2052,1238,Sunday Best,Surfaces,Sunday Best,Surfaces
2053,2337,Be Like That,Kane Brown With Swae Lee & Khalid,All About Us,He Is We
2054,2337,Slide,H.E.R. Featuring YG,All About Us,He Is We
2055,2337,More Hearts Than Mine,Ingrid Andress,All About Us,He Is We
2056,2337,Sum 2 Prove,Lil Baby,All About Us,He Is We
2057,706,Godzilla,Eminem Featuring Juice WRLD,Godzilla (feat. Juice WRLD),Eminem
2058,2337,B.S.,Jhene Aiko Featuring H.E.R.,All About Us,He Is We
2059,2337,Walk Em Down,NLE Choppa Featuring Roddy Ricch,All About Us,He Is We
2060,1133,I Love My Country,Florida Georgia Line,Love It If We Made It,The 1975
2061,2337,Hard To Forget,Sam Hunt,All About Us,He Is We
2062,2337,Toosie Slide,Drake,All About Us,He Is We
2063,2337,Bluebird,Miranda Lambert,All About Us,He Is We
2064,2337,After Party,Don Toliver,All About Us,He Is We
2065,2337,God Whispered Your Name,Keith Urban,All About Us,He Is We
2066,2337,Cool Again,Kane Brown,All About Us,He Is We
2067,2337,Party Girl,StaySolidRocky,All About Us,He Is We
2068,2337,One Margarita,Luke Bryan,All About Us,He Is We
2069,2337,Rain On Me,Lady Gaga & Ariana Grande,All About Us,He Is We
2070,2337,The Bigger Picture,Lil Baby,All About Us,He Is We
2071,2337,Pretty Heart,Parker McCollum,All About Us,He Is We
2072,2337,Lovin' On You,Luke Combs,All About Us,He Is We
2073,2337,Rags2Riches,Rod Wave Featuring ATR Son Son,All About Us,He Is We
2074,2337,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,All About Us,He Is We
2075,2337,Mood Swings,Pop Smoke Featuring Lil Tjay,All About Us,He Is We
2076,72,Come & Go,Juice WRLD x Marshmello,Here With Me,Marshmello
2077,2337,Wishing Well,Juice WRLD,All About Us,He Is We
2078,2337,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,All About Us,He Is We
2079,2337,I Should Probably Go To Bed,Dan + Shay,All About Us,He Is We
2080,1312,Roxanne,Arizona Zervas,ROXANNE,Arizona Zervas
2081,1309,"10,000 Hours",Dan + Shay & Justin Bieber,"10,000 Hours (with Justin Bieber)",Dan + Shay
2082,730,Heartless,The Weeknd,Heartless,The Weeknd
2083,2337,Slow Dance In A Parking Lot,Jordan Davis,All About Us,He Is We
2084,2337,Does To Me,Luke Combs Featuring Eric Church,All About Us,He Is We
2085,2337,Martin & Gina,Polo G,All About Us,He Is We
2086,2337,Dollaz On My Head,Gunna Featuring Young Thug,All About Us,He Is We
2087,2337,Tap In,Saweetie,All About Us,He Is We
2088,2337,Popstar,DJ Khaled Featuring Drake,All About Us,He Is We
2089,1866,WAP,Cardi B Featuring Megan Thee Stallion,Please Me,Cardi B
2090,338,Kings & Queens,Ava Max,So Am I,Ava Max
2091,2337,Mood,24kGoldn Featuring iann dior,All About Us,He Is We
2092,2337,BOP,DaBaby,All About Us,He Is We
2093,2337,No Guidance,Chris Brown Featuring Drake,All About Us,He Is We
2094,2337,BEST ON EARTH,Russ & BIA,All About Us,He Is We
2095,687,Tusa,Karol G & Nicki Minaj,Tusa,KAROL G
2096,1362,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless (feat. Morgan Wallen),Diplo
2097,696,You Should Be Sad,Halsey,You should be sad,Halsey
2098,2337,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,All About Us,He Is We
2099,2337,Stuck With U,Ariana Grande & Justin Bieber,All About Us,He Is We
2100,2337,Save Your Tears,The Weeknd & Ariana Grande,All About Us,He Is We
2101,2337,Levitating,Dua Lipa,All About Us,He Is We
2102,2337,Heat Waves,Glass Animals,All About Us,He Is We
2103,2337,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),All About Us,He Is We
2104,386,Forever After All,Luke Combs,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2105,386,Without You,The Kid LAROI,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2106,1640,Kiss Me More,Doja Cat Featuring SZA,Kiss And Tell,You Me At Six
2107,716,Blinding Lights,The Weeknd,Blinding Lights,The Weeknd
2108,2337,My Ex's Best Friend,Machine Gun Kelly X blackbear,All About Us,He Is We
2109,2337,Montero (Call Me By Your Name),Lil Nas X,All About Us,He Is We
2110,2337,Mood,24kGoldn Featuring iann dior,All About Us,He Is We
2111,2337,Good 4 U,Olivia Rodrigo,All About Us,He Is We
2112,245,One Too Many,Keith Urban Duet With P!nk,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk
2113,2337,Best Friend,Saweetie Featuring Doja Cat,All About Us,He Is We
2114,2337,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,All About Us,He Is We
2115,2337,Glad You Exist,Dan + Shay,All About Us,He Is We
2116,2337,Heartbreak Anniversary,Giveon,All About Us,He Is We
2117,2337,Deja Vu,Olivia Rodrigo,All About Us,He Is We
2118,2337,Chasing After You,Ryan Hurd With Maren Morris,All About Us,He Is We
2119,2337,Drivers License,Olivia Rodrigo,All About Us,He Is We
2120,2337,Astronaut In The Ocean,Masked Wolf,All About Us,He Is We
2121,2337,Wockesha,Moneybagg Yo,All About Us,He Is We
2122,1133,What You Know Bout Love,Pop Smoke,Love It If We Made It,The 1975
2123,2337,Need To Know,Doja Cat,All About Us,He Is We
2124,2337,Fancy Like,Walker Hayes,All About Us,He Is We
2125,2337,Telepatia,Kali Uchis,All About Us,He Is We
2126,2337,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,All About Us,He Is We
2127,2337,Traitor,Olivia Rodrigo,All About Us,He Is We
2128,2337,Bad Habits,Ed Sheeran,All About Us,He Is We
2129,2337,You Right,Doja Cat & The Weeknd,All About Us,He Is We
2130,386,On Me,Lil Baby,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2131,2337,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,All About Us,He Is We
2132,2337,Arcade,Duncan Laurence,All About Us,He Is We
2133,2337,Beggin',Maneskin,All About Us,He Is We
2134,2337,Essence,Wizkid Featuring Justin Bieber & Tems,All About Us,He Is We
2135,2337,You Should Probably Leave,Chris Stapleton,All About Us,He Is We
2136,2337,The Good Ones,Gabby Barrett,All About Us,He Is We
2137,2337,Back In Blood,Pooh Shiesty Featuring Lil Durk,All About Us,He Is We
2138,2337,Almost Maybes,Jordan Davis,All About Us,He Is We
2139,2337,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,All About Us,He Is We
2140,2337,Lil Bit,Nelly & Florida Georgia Line,All About Us,He Is We
2141,2337,Stay,The Kid LAROI & Justin Bieber,All About Us,He Is We
2142,2337,Sand In My Boots,Morgan Wallen,All About Us,He Is We
2143,2337,Calling My Phone,Lil Tjay Featuring 6LACK,All About Us,He Is We
2144,2337,Tombstone,Rod Wave,All About Us,He Is We
2145,2337,Famous Friends,Chris Young + Kane Brown,All About Us,He Is We
2146,72,Leave Before You Love Me,Marshmello X Jonas Brothers,Here With Me,Marshmello
2147,2337,Positions,Ariana Grande,All About Us,He Is We
2148,2337,Dakiti,Bad Bunny & Jhay Cortez,All About Us,He Is We
2149,370,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,One Last Time,Ariana Grande
2150,43,Therefore I Am,Billie Eilish,bad guy (with Justin Bieber),Billie Eilish
2151,2337,You Broke Me First.,Tate McRae,All About Us,He Is We
2152,2337,You're Mines Still,Yung Bleu Featuring Drake,All About Us,He Is We
2153,2337,Hell Of A View,Eric Church,All About Us,He Is We
2154,2337,Wants And Needs,Drake Featuring Lil Baby,All About Us,He Is We
2155,2337,Industry Baby,Lil Nas X & Jack Harlow,All About Us,He Is We
2156,2337,Go Crazy,Chris Brown & Young Thug,All About Us,He Is We
2157,2337,Good Days,SZA,All About Us,He Is We
2158,2337,What's Your Country Song,Thomas Rhett,All About Us,He Is We
2159,386,Down To One,Luke Bryan,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2160,2337,Just The Way,Parmalee x Blanco Brown,All About Us,He Is We
2161,2337,Streets,Doja Cat,All About Us,He Is We
2162,2337,Pick Up Your Feelings,Jazmine Sullivan,All About Us,He Is We
2163,2337,Goosebumps,Travis Scott & HVME,All About Us,He Is We
2164,386,Up,Cardi B,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2165,2337,Time Today,Moneybagg Yo,All About Us,He Is We
2166,2337,No More Parties,Coi Leray Featuring Lil Durk,All About Us,He Is We
2167,2337,Quicksand,Morray,All About Us,He Is We
2168,386,Made For You,Jake Owen,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2169,2337,Track Star,Mooski,All About Us,He Is We
2170,2337,Breaking Up Was Easy In The 90's,Sam Hunt,All About Us,He Is We
2171,2337,Gone,Dierks Bentley,All About Us,He Is We
2172,2337,Settling Down,Miranda Lambert,All About Us,He Is We
2173,2337,Rapstar,Polo G,All About Us,He Is We
2174,2337,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,All About Us,He Is We
2175,2337,Country Again,Thomas Rhett,All About Us,He Is We
2176,2337,Single Saturday Night,Cole Swindell,All About Us,He Is We
2177,2337,Things A Man Oughta Know,Lainey Wilson,All About Us,He Is We
2178,2337,Butter,BTS,All About Us,He Is We
2179,2337,Todo de Ti,Rauw Alejandro,All About Us,He Is We
2180,2337,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,All About Us,He Is We
2181,2337,Yonaguni,Bad Bunny,All About Us,He Is We
2182,2337,Late At Night,Roddy Ricch,All About Us,He Is We
2183,2337,Thot Shit,Megan Thee Stallion,All About Us,He Is We
2184,2337,Woman,Doja Cat,All About Us,He Is We
2185,1866,Wild Side,Normani Featuring Cardi B,Please Me,Cardi B
2186,1133,If I Didn't Love You,Jason Aldean & Carrie Underwood,Love It If We Made It,The 1975
2187,2337,Pepas,Farruko,All About Us,He Is We
2188,2337,Happier Than Ever,Billie Eilish,All About Us,He Is We
2189,2337,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,All About Us,He Is We
2190,1811,Willow,Taylor Swift,22,Taylor Swift
2191,70,Damage,H.E.R.,Call You Mine,The Chainsmokers
2192,2337,Lady,Brett Young,All About Us,He Is We
2193,2337,Wasted On You,Morgan Wallen,All About Us,He Is We
2194,2337,My Boy,Elvie Shane,All About Us,He Is We
2195,2337,A-O-K,Tai Verdes,All About Us,He Is We
2196,2337,I Was On A Boat That Day,Old Dominion,All About Us,He Is We
2197,2337,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,All About Us,He Is We
2198,2337,Memory I Don't Mess With,Lee Brice,All About Us,He Is We
2199,2337,Gyalis,Capella Grey,All About Us,He Is We
2200,2337,Heat Waves,Glass Animals,All About Us,He Is We
2201,2337,Big Energy,Latto,All About Us,He Is We
2202,2337,Stay,The Kid LAROI & Justin Bieber,All About Us,He Is We
2203,2337,Ghost,Justin Bieber,All About Us,He Is We
2204,2337,Shivers,Ed Sheeran,All About Us,He Is We
2205,386,As It Was,Harry Styles,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2206,2337,Cold Heart (PNAU Remix),Elton John & Dua Lipa,All About Us,He Is We
2207,2337,Wasted On You,Morgan Wallen,All About Us,He Is We
2208,2337,Super Gremlin,Kodak Black,All About Us,He Is We
2209,2337,Something In The Orange,Zach Bryan,All About Us,He Is We
2210,2337,About Damn Time,Lizzo,All About Us,He Is We
2211,2337,Thats What I Want,Lil Nas X,All About Us,He Is We
2212,2337,Enemy,Imagine Dragons X JID,All About Us,He Is We
2213,2337,Woman,Doja Cat,All About Us,He Is We
2214,2337,Numb Little Bug,Em Beihold,All About Us,He Is We
2215,1133,Fall In Love,Bailey Zimmerman,Love It If We Made It,The 1975
2216,2337,Wait For U,Future Featuring Drake & Tems,All About Us,He Is We
2217,2337,You Proof,Morgan Wallen,All About Us,He Is We
2218,2337,Bad Habits,Ed Sheeran,All About Us,He Is We
2219,2337,She Likes It,Russell Dickerson & Jake Scott,All About Us,He Is We
2220,2337,Titi Me Pregunto,Bad Bunny,All About Us,He Is We
2221,2337,First Class,Jack Harlow,All About Us,He Is We
2222,2337,In A Minute,Lil Baby,All About Us,He Is We
2223,2337,Rock And A Hard Place,Bailey Zimmerman,All About Us,He Is We
2224,2337,Whiskey On You,Nate Smith,All About Us,He Is We
2225,2337,She Had Me At Heads Carolina,Cole Swindell,All About Us,He Is We
2226,2337,Sunroof,Nicky Youre & dazy,All About Us,He Is We
2227,2337,I Like You (A Happier Song),Post Malone Featuring Doja Cat,All About Us,He Is We
2228,2337,'Til You Can't,Cody Johnson,All About Us,He Is We
2229,2337,Flower Shops,ERNEST Featuring Morgan Wallen,All About Us,He Is We
2230,2337,Me Porto Bonito,Bad Bunny & Chencho Corleone,All About Us,He Is We
2231,2337,Vegas,Doja Cat,All About Us,He Is We
2232,2337,Circles Around This Town,Maren Morris,All About Us,He Is We
2233,386,Until I Found You,Stephen Sanchez,Now & Forever (feat. SONPUB & 向井太一),香取慎吾
2234,2337,I Ain't Worried,OneRepublic,All About Us,He Is We
2235,2337,Son Of A Sinner,Jelly Roll,All About Us,He Is We
2236,2337,Bad Habit,Steve Lacy,All About Us,He Is We
2237,2337,AA,Walker Hayes,All About Us,He Is We
2238,2337,Get Into It (Yuh),Doja Cat,All About Us,He Is We
2239,2310,Boyfriend,Dove Cameron,If Only,Dove Cameron
2240,2337,Late Night Talking,Harry Styles,All About Us,He Is We
2241,2337,Jimmy Cooks,Drake Featuring 21 Savage,All About Us,He Is We
2242,2337,Moscow Mule,Bad Bunny,All About Us,He Is We
2243,1133,The Kind Of Love We Make,Luke Combs,Love It If We Made It,The 1975
2244,2337,Efecto,Bad Bunny,All About Us,He Is We
2245,2337,5 Foot 9,Tyler Hubbard,All About Us,He Is We
2246,2337,Easy On Me,Adele,All About Us,He Is We
2247,2337,Industry Baby,Lil Nas X & Jack Harlow,All About Us,He Is We
2248,2337,Need To Know,Doja Cat,All About Us,He Is We
2249,2337,abcdefu,GAYLE,All About Us,He Is We
